Date,Open,High,Low,Close,Adj Close,Volume
2021-04-06,4049.000000,4095.500000,4041.693115,4088.500000,4087.023926,3088111
2021-04-07,4092.500000,4149.997070,4090.000000,4133.500000,4132.007324,3148940
2021-04-08,4095.500000,4188.618164,4073.000000,4166.000000,4164.496094,5821231
2021-04-09,4161.500000,4164.500000,4113.732910,4131.000000,4129.508789,3741413
2021-04-12,4124.500000,4140.000000,4101.500000,4135.500000,4134.007324,2289504
2021-04-13,4128.500000,4147.500000,4106.000000,4138.000000,4136.505859,2927429
2021-04-14,4119.000000,4145.000000,4096.000000,4119.000000,4117.513184,6384833
2021-04-15,4121.000000,4184.500000,4110.000000,4165.500000,4163.996094,2891233
2021-04-16,4169.000000,4177.357910,4147.500000,4164.000000,4162.496582,3204353
2021-04-19,4149.000000,4178.000000,4116.000000,4132.000000,4130.507813,2732737
2021-04-20,4124.000000,4145.500000,4107.000000,4128.000000,4126.509277,4735400
2021-04-21,4130.500000,4145.500000,4100.081055,4139.500000,4138.005371,2801632
2021-04-22,4114.500000,4214.637207,4081.000000,4131.500000,4130.008301,4288684
2021-04-23,4110.000000,4133.500000,4072.000000,4113.500000,4112.015137,2929641
2021-04-26,4084.500000,4104.859863,4056.500000,4086.000000,4084.524902,2316224
2021-04-27,4075.500000,4104.000000,4045.000000,4052.500000,4051.037109,2796129
2021-04-28,4050.500000,4100.500000,4047.500000,4077.500000,4076.028076,3059600
2021-04-29,4132.500000,4240.737793,4130.000000,4213.000000,4211.479004,4983566
2021-04-30,4228.500000,4262.162109,4192.500000,4231.500000,4229.972168,4162943
2021-05-04,4247.500000,4269.000000,4195.000000,4204.000000,4202.481934,3482615
2021-05-05,4183.500000,4245.000000,4157.500000,4221.500000,4219.976074,3016221
2021-05-06,4224.000000,4304.500000,4223.000000,4304.500000,4302.945801,6069758
2021-05-07,4299.500000,4314.286133,4259.000000,4273.000000,4271.457520,2940770
2021-05-10,4244.000000,4339.439941,4232.143066,4278.500000,4276.955566,3523509
2021-05-11,4254.000000,4273.500000,4189.500000,4220.500000,4218.976074,3850491
2021-05-12,4225.000000,4272.500000,4212.000000,4244.500000,4242.967773,2915830
2021-05-13,4237.000000,4283.569824,4203.500000,4276.500000,4274.956055,4216500
2021-05-14,4300.000000,4335.500000,4281.000000,4294.000000,4292.449707,6039020
2021-05-17,4300.000000,4924.000000,4284.000000,4310.500000,4308.943848,2552617
2021-05-18,4326.000000,4327.000000,4279.000000,4279.000000,4277.455078,2840076
2021-05-19,4265.500000,4303.000000,4229.500000,4281.500000,4279.954102,4044024
2021-05-20,4274.500000,4296.500000,4256.500000,4296.500000,4295.321289,3309300
2021-05-21,4289.500000,4301.500000,4256.500000,4277.500000,4276.326172,3292296
2021-05-24,4290.500000,4304.000000,4268.500000,4270.500000,4269.328125,3274816
2021-05-25,4272.500000,4308.500000,4268.000000,4306.500000,4305.318359,3222967
2021-05-26,4314.500000,4345.500000,4300.500000,4303.500000,4302.318848,6072399
