Date,Open,High,Low,Close,Adj Close,Volume
2021-04-05,136.720001,140.160004,136.199997,139.429993,137.289459,13347700
2021-04-06,139.110001,140.949997,138.520004,140.100006,137.949203,10348200
2021-04-07,140.300003,140.750000,139.649994,139.800003,137.653793,6787200
2021-04-08,140.449997,141.119995,139.660004,139.710007,137.565170,6365200
2021-04-09,139.630005,140.089996,138.710007,139.779999,137.634094,6892200
2021-04-12,140.070007,140.380005,139.339996,139.800003,137.653793,6241000
2021-04-13,139.800003,140.000000,138.869995,139.369995,137.230392,5799300
2021-04-14,139.119995,139.460007,138.419998,139.320007,137.181168,7308200
2021-04-15,139.399994,140.470001,139.199997,140.160004,138.008255,7236800
2021-04-16,140.889999,140.960007,139.710007,140.610001,138.451340,8829500
2021-04-19,140.289993,140.570007,139.610001,139.710007,137.565170,6427000
2021-04-20,139.419998,141.770004,138.820007,140.789993,138.628571,8150700
2021-04-21,140.770004,141.699997,140.529999,141.199997,139.032303,5778400
2021-04-22,141.080002,141.449997,139.419998,139.669998,137.525772,6568400
2021-04-23,139.100006,140.339996,139.029999,139.899994,137.752258,7657000
2021-04-26,139.910004,140.000000,137.639999,137.910004,135.792816,7615400
2021-04-27,138.000000,138.949997,137.550003,138.380005,136.255600,5383800
2021-04-28,138.350006,138.589996,137.869995,137.889999,135.773117,4762200
2021-04-29,137.899994,140.000000,137.899994,139.630005,137.486404,6532000
2021-04-30,139.710007,139.990005,139.110001,139.910004,137.762100,6560000
2021-05-03,139.679993,142.740005,139.679993,142.119995,139.938171,9046500
2021-05-04,141.539993,142.029999,140.100006,140.720001,138.559662,6361400
2021-05-05,140.710007,141.199997,140.250000,140.600006,138.441528,6117000
2021-05-06,140.000000,141.360001,139.449997,141.050003,139.430008,5434000
2021-05-07,141.630005,141.720001,139.320007,140.199997,138.589783,7802800
2021-05-10,140.449997,142.080002,140.309998,140.820007,139.202667,8769200
2021-05-11,140.869995,140.869995,138.320007,139.550003,137.947250,8821400
2021-05-12,138.869995,138.979996,135.910004,135.940002,134.378708,8666100
2021-05-13,136.229996,138.979996,135.759995,138.240005,136.652298,7158400
2021-05-14,138.809998,140.240005,138.429993,139.520004,137.917587,5363900
2021-05-17,140.000000,140.399994,138.770004,138.889999,137.294830,6558600
2021-05-18,143.509995,144.580002,141.210007,141.910004,140.280136,19394600
2021-05-19,140.710007,143.720001,140.500000,141.919998,140.290024,11624900
2021-05-20,141.500000,142.869995,140.699997,142.419998,140.784271,10180300
2021-05-21,142.520004,143.080002,141.600006,141.750000,140.121979,7642500
2021-05-24,141.759995,142.419998,141.360001,141.759995,140.131851,6315300
2021-05-25,141.800003,142.639999,141.070007,142.339996,140.705200,7168400
2021-05-26,142.389999,142.880005,141.759995,142.169998,140.537155,6431400
2021-05-27,143.350006,143.679993,141.690002,141.690002,140.062668,18859000
2021-05-28,141.929993,142.449997,141.639999,142.029999,140.398773,7062100
2021-06-01,142.210007,142.800003,141.270004,141.660004,140.033005,6922500
2021-06-02,141.389999,141.710007,140.089996,141.350006,139.726563,7766000
2021-06-03,141.389999,141.850006,140.750000,141.600006,139.973709,6124800
2021-06-04,141.460007,142.289993,141.250000,141.850006,140.220840,4545300
2021-06-07,141.850006,141.970001,140.389999,140.899994,139.281738,5543600
2021-06-08,140.509995,140.899994,139.809998,139.830002,138.224030,6706900
2021-06-09,139.339996,140.009995,139.029999,139.080002,137.482651,5695100
2021-06-10,139.080002,140.190002,139.080002,139.880005,138.273453,5459500
2021-06-11,140.229996,140.850006,139.860001,140.750000,139.133453,8410800
2021-06-14,140.929993,140.929993,140.029999,140.559998,138.945648,5046900
2021-06-15,140.839996,140.910004,139.660004,140.000000,138.392075,6442400
2021-06-16,139.850006,140.039993,136.970001,137.149994,135.574799,9598300
2021-06-17,137.000000,138.350006,136.710007,137.720001,136.138260,6447300
2021-06-18,135.440002,136.389999,134.399994,135.169998,133.617554,14937600
2021-06-21,135.660004,136.750000,135.350006,136.399994,134.833405,6925000
2021-06-22,136.229996,137.720001,136.229996,137.029999,135.456192,6369000
2021-06-23,136.500000,136.990005,135.929993,135.960007,134.398483,6463500
2021-06-24,136.169998,137.240005,136.100006,136.910004,135.337570,7814700
2021-06-25,137.130005,138.860001,136.919998,138.529999,136.938965,9546900
2021-06-28,138.039993,138.639999,136.600006,138.100006,136.513901,5183000
2021-06-29,137.899994,138.470001,137.229996,137.300003,135.723099,11987500
2021-06-30,139.559998,142.580002,138.690002,141.020004,139.400360,15170400
2021-07-01,140.410004,141.250000,139.009995,139.320007,137.719894,8782900
2021-07-02,139.350006,141.080002,139.350006,140.110001,138.500809,8760200
2021-07-06,139.899994,140.750000,139.509995,139.940002,138.332764,6093100
2021-07-07,139.759995,141.190002,139.360001,139.710007,138.105408,8535800
2021-07-08,138.339996,140.649994,138.220001,139.589996,137.986786,7089000
2021-07-09,140.410004,140.839996,139.929993,140.300003,138.688629,5061800
2021-07-12,140.690002,140.789993,139.330002,140.050003,138.441513,6505000
2021-07-13,139.990005,141.179993,139.940002,140.580002,138.965424,6315900
2021-07-14,140.710007,141.800003,139.830002,141.550003,139.924286,6270700
2021-07-15,142.000000,142.639999,141.089996,141.660004,140.033005,5991600
2021-07-16,141.699997,142.130005,140.949997,141.559998,139.934158,6031800
2021-07-19,141.410004,142.979996,139.770004,141.229996,139.607941,9127700
2021-07-20,140.970001,142.470001,140.779999,141.869995,140.240601,6340100
2021-07-21,142.500000,142.539993,140.710007,141.169998,139.548645,6197300
2021-07-22,141.130005,142.119995,140.800003,141.270004,139.647491,4337800
2021-07-23,141.520004,142.720001,141.009995,142.429993,140.794174,5315800
2021-07-26,142.360001,143.860001,141.460007,142.630005,140.991867,6172400
2021-07-27,143.000000,143.000000,141.960007,142.639999,141.001755,5131900
2021-07-28,142.479996,143.250000,141.660004,142.059998,140.428421,4690500
2021-07-29,142.639999,142.850006,142.020004,142.240005,140.606354,3687700
2021-07-30,141.199997,142.960007,141.199997,142.550003,140.912781,5444100
2021-08-02,142.830002,142.869995,141.669998,142.220001,140.586578,6652800
2021-08-03,142.440002,143.899994,142.360001,143.820007,142.168198,6305100
2021-08-04,143.380005,143.940002,142.740005,142.839996,141.199463,5100500
2021-08-05,144.229996,145.539993,143.990005,145.490005,143.819031,9001800
2021-08-06,146.210007,146.470001,144.949997,145.229996,143.562012,6421200
2021-08-09,145.910004,146.479996,145.399994,145.580002,143.907990,5270600
2021-08-10,146.970001,148.949997,146.250000,148.679993,146.972382,12754000
2021-08-11,149.509995,151.580002,149.160004,150.009995,148.287094,13818600
2021-08-12,149.000000,150.210007,148.809998,149.059998,147.890244,6089700
2021-08-13,149.380005,150.360001,149.160004,149.529999,148.356567,5327100
2021-08-16,149.679993,151.729996,149.039993,150.750000,149.566986,15930500
2021-08-17,150.399994,152.500000,149.100006,150.699997,149.517365,16983400
2021-08-18,150.550003,152.570007,149.020004,149.100006,147.929947,9403900
2021-08-19,148.330002,150.660004,148.000000,150.110001,148.932007,7543500
2021-08-20,150.479996,151.720001,149.750000,151.449997,150.261490,6466800
2021-08-23,151.529999,151.789993,150.410004,150.449997,149.269333,5388700
2021-08-24,150.500000,150.500000,148.699997,148.899994,147.731491,6276300
2021-08-25,148.410004,149.279999,148.029999,148.960007,147.791031,7307100
2021-08-26,147.470001,148.270004,146.669998,147.350006,146.193680,7822300
2021-08-27,147.509995,147.690002,146.179993,146.520004,145.370193,7696200
2021-08-30,146.419998,148.000000,146.020004,147.699997,146.540924,5480200
2021-08-31,147.990005,148.440002,147.240005,148.100006,146.937775,8359500
2021-09-01,147.559998,147.929993,146.570007,147.779999,146.620300,6352200
2021-09-02,148.119995,148.789993,147.690002,148.559998,147.394180,6672700
2021-09-03,148.199997,149.649994,147.899994,149.250000,148.078751,5737300
2021-09-07,148.970001,149.169998,147.059998,147.270004,146.114304,8448400
2021-09-08,146.949997,148.320007,146.729996,147.460007,146.302811,6502800
2021-09-09,147.460007,147.610001,145.839996,146.419998,145.270966,7442900
2021-09-10,147.199997,147.240005,145.429993,145.889999,144.745117,5258400
2021-09-13,146.520004,147.149994,144.639999,145.059998,143.921631,6509800
2021-09-14,145.479996,145.880005,143.919998,144.300003,143.167603,5511300
2021-09-15,144.070007,144.750000,143.789993,144.550003,143.415634,4950000
2021-09-16,144.440002,145.309998,143.690002,145.029999,143.891861,6142800
2021-09-17,144.139999,146.160004,144.020004,144.729996,143.594223,24344200
2021-09-20,143.500000,145.190002,141.619995,142.740005,141.619843,8351500
2021-09-21,142.699997,144.580002,142.669998,143.020004,141.897659,5812500
2021-09-22,143.470001,143.600006,142.289993,142.690002,141.570236,5014800
2021-09-23,143.220001,143.630005,142.449997,142.770004,141.649612,5195100
2021-09-24,142.500000,143.690002,142.490005,143.169998,142.046463,4453500
2021-09-27,142.869995,143.550003,141.839996,142.250000,141.133682,7083600
2021-09-28,141.880005,142.070007,139.990005,140.500000,139.397430,6860300
2021-09-29,140.649994,141.830002,140.320007,140.440002,139.337906,7125200
2021-09-30,140.639999,141.729996,139.250000,139.380005,138.286209,7485900
2021-10-01,139.259995,139.630005,135.919998,137.050003,135.974503,10004800
2021-10-04,137.089996,138.229996,134.710007,135.729996,134.664841,9990100
2021-10-05,135.949997,137.710007,135.899994,136.619995,135.547867,6865800
2021-10-06,136.240005,137.789993,136.130005,137.619995,136.540024,6458900
2021-10-07,138.779999,140.699997,138.759995,139.240005,138.147308,7022700
2021-10-08,139.660004,140.089996,139.009995,139.660004,138.564026,4615800
2021-10-11,139.520004,140.779999,139.440002,139.529999,138.435043,4349400
2021-10-12,139.339996,140.410004,139.070007,139.380005,138.286209,5263100
2021-10-13,139.500000,140.009995,138.130005,138.369995,137.284134,5979300
2021-10-14,138.500000,140.070007,138.500000,139.869995,138.772354,6594500
2021-10-15,140.619995,141.100006,139.960007,140.550003,139.447037,6912400
2021-10-18,140.000000,142.009995,139.830002,141.679993,140.568161,6629000
2021-10-19,144.630005,145.610001,143.660004,144.690002,143.554550,11148100
2021-10-20,144.889999,146.490005,144.889999,146.000000,144.854248,5817900
2021-10-21,146.580002,146.919998,145.809998,146.809998,145.657898,4651500
2021-10-22,147.100006,149.690002,147.100006,148.339996,147.175888,7065200
2021-10-25,148.779999,150.520004,148.009995,150.059998,148.882385,6429300
2021-10-26,150.000000,150.550003,148.460007,148.750000,147.582687,5806200
2021-10-27,148.960007,149.020004,147.389999,147.529999,146.372253,4855200
2021-10-28,148.339996,148.979996,147.710007,148.449997,147.285019,4199500
2021-10-29,147.910004,150.100006,147.559998,149.419998,148.247421,7340900
2021-11-01,149.979996,150.750000,149.350006,149.789993,148.614502,4183200
2021-11-02,149.970001,150.179993,149.279999,149.720001,148.545074,4546300
2021-11-03,149.600006,150.289993,149.029999,150.179993,149.001450,4736500
2021-11-04,150.179993,151.850006,149.830002,151.279999,150.092834,5049700
2021-11-05,152.000000,152.000000,149.619995,150.229996,149.051071,5027300
2021-11-08,150.220001,150.509995,148.729996,149.270004,148.098602,5124400
2021-11-09,149.520004,149.869995,148.869995,149.789993,148.614502,5000600
2021-11-10,148.729996,149.619995,147.979996,148.440002,147.275116,5601200
2021-11-11,148.770004,148.990005,148.190002,148.500000,147.334641,4534400
2021-11-12,149.000000,149.240005,147.539993,147.759995,146.600449,6104600
2021-11-15,148.149994,148.449997,146.399994,146.910004,145.757126,9632000
2021-11-16,145.100006,146.679993,142.300003,143.169998,142.046463,24662200
2021-11-17,143.160004,144.720001,141.820007,141.940002,140.826111,11038700
2021-11-18,142.139999,143.289993,140.860001,143.160004,142.036560,8131400
2021-11-19,143.619995,144.000000,141.940002,142.389999,141.272583,9373100
2021-11-22,142.660004,145.360001,142.000000,144.779999,143.643829,9708800
2021-11-23,144.250000,145.979996,143.250000,145.809998,144.665741,9969300
2021-11-24,145.729996,147.059998,145.639999,146.539993,145.390015,6029800
2021-11-26,146.440002,147.880005,144.419998,144.899994,143.762878,7013200
2021-11-29,145.000000,145.250000,142.229996,142.630005,141.510712,11013200
2021-11-30,141.479996,142.500000,140.009995,140.630005,139.526413,21606300
2021-12-01,140.509995,140.720001,137.039993,137.139999,136.063797,12207100
2021-12-02,137.630005,138.440002,135.240005,135.470001,134.406906,13268600
2021-12-03,135.860001,137.880005,135.289993,137.509995,136.430878,14714200
2021-12-06,137.559998,139.360001,137.100006,139.000000,137.909195,10863100
2021-12-07,139.600006,139.830002,138.089996,138.550003,137.462723,12579700
2021-12-08,138.059998,138.500000,136.009995,137.149994,136.073700,11498800
2021-12-09,136.630005,138.570007,135.710007,138.500000,137.966385,10783900
2021-12-10,138.339996,141.300003,137.570007,141.029999,140.486633,12858500
2021-12-13,140.240005,143.750000,140.009995,143.570007,143.016861,18013100
2021-12-14,143.300003,145.279999,142.149994,144.940002,144.381577,15573800
2021-12-15,145.210007,146.470001,143.399994,145.770004,145.208389,11163300
2021-12-16,145.770004,146.529999,142.889999,143.339996,142.787735,13023200
2021-12-17,142.750000,143.949997,138.389999,138.750000,138.215424,26193700
2021-12-20,138.119995,139.750000,137.600006,139.199997,138.663696,10339300
2021-12-21,138.899994,139.860001,138.009995,139.619995,139.082062,8206800
2021-12-22,139.899994,139.990005,138.529999,139.800003,139.261383,5676000
2021-12-23,139.800003,140.160004,138.850006,139.490005,138.952576,5864200
2021-12-27,139.600006,140.869995,139.570007,140.759995,140.217682,5346900
2021-12-28,140.600006,142.970001,140.600006,142.779999,142.229904,5261000
2021-12-29,142.660004,143.529999,142.320007,142.710007,142.160172,4348400
2021-12-30,143.259995,143.699997,142.479996,143.169998,142.618393,4983000
2021-12-31,143.199997,145.039993,142.919998,144.690002,144.132538,5982600
2022-01-03,144.000000,144.789993,143.009995,144.649994,144.092682,6902200
2022-01-04,144.039993,145.139999,141.759995,142.000000,141.452911,11310000
2022-01-05,142.850006,145.949997,142.740005,143.919998,143.365509,11806000
2022-01-06,143.619995,144.639999,142.399994,143.520004,142.967056,7276300
2022-01-07,143.500000,145.360001,142.960007,144.889999,144.331772,6574500
2022-01-10,145.440002,145.589996,143.119995,144.610001,144.052856,7577200
2022-01-11,144.210007,144.619995,143.179993,144.199997,143.644424,7222900
2022-01-12,143.679993,143.960007,143.000000,143.440002,142.887360,6315600
2022-01-13,143.429993,145.679993,143.110001,145.470001,144.909531,8084200
2022-01-14,144.220001,146.630005,144.220001,145.059998,144.501114,8955800
2022-01-18,144.410004,144.699997,142.130005,142.520004,141.970901,7041300
2022-01-19,142.539993,144.990005,141.919998,143.940002,143.385437,7558000
2022-01-20,142.350006,144.460007,141.070007,141.220001,140.675919,7462400
2022-01-21,141.220001,142.259995,140.059998,140.190002,139.649887,9169400
2022-01-24,139.070007,140.529999,137.309998,140.199997,139.659836,9566400
2022-01-25,139.990005,140.369995,136.809998,137.149994,136.621582,9826500
2022-01-26,137.339996,138.789993,135.160004,135.750000,135.226990,8728500
2022-01-27,136.919998,139.080002,135.369995,135.839996,135.316635,9253000
2022-01-28,136.000000,137.570007,133.949997,137.520004,136.990173,8377300
2022-01-31,137.089996,140.039993,136.699997,139.809998,139.271347,6731200
2022-02-01,139.210007,141.149994,138.990005,140.910004,140.367111,6774400
2022-02-02,141.000000,141.639999,140.149994,140.850006,140.307343,6049900
2022-02-03,140.259995,141.990005,139.770004,140.990005,140.446808,6913700
2022-02-04,140.889999,141.000000,138.350006,139.330002,138.793198,7345500
2022-02-07,140.059998,140.070007,137.610001,137.960007,137.428482,6670100
2022-02-08,138.320007,139.240005,137.509995,137.990005,137.458359,6486300
2022-02-09,138.500000,138.789993,137.470001,137.690002,137.159515,7157900
2022-02-10,136.550003,137.009995,135.460007,136.080002,135.555710,9270200
2022-02-11,136.820007,137.179993,134.169998,135.330002,134.808609,7911100
2022-02-14,135.330002,135.960007,132.710007,133.949997,133.433914,9787800
2022-02-15,134.740005,135.669998,133.789993,134.369995,133.852295,7274800
2022-02-16,134.330002,134.880005,132.699997,133.529999,133.015533,9496900
2022-02-17,134.000000,139.470001,133.779999,138.880005,138.344925,17943800
2022-02-18,138.100006,139.589996,137.160004,137.990005,137.458359,10367800
2022-02-22,137.770004,138.240005,135.940002,136.449997,135.924286,8460300
2022-02-23,136.860001,137.190002,134.839996,135.050003,134.529678,7010300
2022-02-24,133.910004,135.009995,132.009995,134.529999,134.011688,10572500
2022-02-25,134.809998,136.779999,134.089996,136.380005,135.854568,8332600
2022-02-28,135.000000,136.070007,133.770004,135.160004,134.639267,8759400
2022-03-01,135.869995,137.889999,135.020004,135.990005,135.466064,8008300
2022-03-02,135.660004,136.830002,135.179993,136.160004,135.635406,7954600
2022-03-03,137.289993,140.470001,136.550003,139.289993,138.753342,9961700
2022-03-04,137.809998,142.940002,137.589996,142.820007,142.269760,11858800
2022-03-07,141.300003,143.630005,140.449997,141.669998,141.124176,15290000
2022-03-08,141.500000,142.460007,138.580002,138.740005,138.205475,9435200
2022-03-09,140.000000,140.240005,138.139999,139.460007,138.922699,7374300
2022-03-10,139.490005,143.000000,139.009995,142.630005,142.080475,9170900
2022-03-11,142.300003,144.050003,141.880005,142.070007,141.522644,6385100
2022-03-14,142.020004,144.850006,141.990005,144.050003,143.495010,7548800
2022-03-15,144.529999,146.149994,143.850006,145.779999,145.218338,7624200
2022-03-16,145.389999,146.940002,143.699997,145.350006,144.790009,8205300
2022-03-17,144.449997,145.300003,142.649994,145.009995,145.009995,6341000
2022-03-18,145.179993,145.570007,144.110001,145.440002,145.440002,10407600
2022-03-21,145.429993,147.289993,143.619995,144.229996,144.229996,7116900
2022-03-22,144.610001,144.970001,142.979996,143.800003,143.800003,6745000
2022-03-23,143.139999,143.729996,141.520004,141.949997,141.949997,6541800
2022-03-24,142.389999,143.910004,141.880005,142.830002,142.830002,4480300
2022-03-25,143.449997,143.929993,142.259995,143.449997,143.449997,4695100
2022-03-28,143.500000,146.059998,143.300003,146.000000,146.000000,6701900
2022-03-29,146.600006,148.100006,146.250000,147.229996,147.229996,6644800
2022-03-30,147.130005,150.179993,147.039993,149.869995,149.869995,8330500
2022-03-31,148.789993,150.539993,148.179993,148.919998,148.919998,9054600
2022-04-01,149.660004,151.270004,148.839996,151.009995,151.009995,6978600
2022-04-04,150.910004,153.190002,150.080002,152.220001,152.220001,3931196
